epoch,step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
,0,,,,0.5318188071250916
0,1,,,0.5318188071250916,
0,1,0.7448452711105347,,,
,1,,,,0.30638858675956726
1,3,,,0.30638858675956726,
1,3,0.5303720235824585,,,
,2,,,,0.17108690738677979
2,5,,,0.17108690738677979,
2,5,0.24054928123950958,,,
,3,,,,0.1827724426984787
3,7,,,0.1827724426984787,
3,7,0.18518565595149994,,,
,4,,,,0.13089506328105927
4,9,,,0.13089506328105927,
4,9,0.1654462069272995,,,
,5,,,,0.15050548315048218
5,11,,,0.15050548315048218,
5,11,0.15800604224205017,,,
,6,,,,0.13120415806770325
6,13,,,0.13120415806770325,
6,13,0.16103488206863403,,,
,7,,,,0.08089685440063477
7,15,,,0.08089685440063477,
7,15,0.10706914216279984,,,
,8,,,,0.08146966993808746
8,17,,,0.08146966993808746,
8,17,0.09575481712818146,,,
,9,,,,0.06470723450183868
9,19,,,0.06470723450183868,
9,19,0.10650379210710526,,,
,10,,,,0.10018610954284668
10,21,,,0.10018610954284668,
10,21,0.06717298179864883,,,
,11,,,,0.09563574194908142
11,23,,,0.09563574194908142,
11,23,0.08771442621946335,,,
,12,,,,0.04888135939836502
12,25,,,0.04888136312365532,
12,25,0.07597246021032333,,,
,13,,,,0.04349834844470024
13,27,,,0.04349834844470024,
13,27,0.07242190092802048,,,
,14,,,,0.059969913214445114
14,29,,,0.059969913214445114,
14,29,0.07418140023946762,,,
,15,,,,0.07964791357517242
15,31,,,0.07964791357517242,
15,31,0.061531614512205124,,,
,16,,,,0.05153479427099228
16,33,,,0.05153479054570198,
16,33,0.06375755369663239,,,
,17,,,,0.05960877239704132
17,35,,,0.05960877239704132,
17,35,0.0500643253326416,,,
,18,,,,0.057003773748874664
18,37,,,0.05700377747416496,
18,37,0.07194480299949646,,,
,19,,,,0.05624666064977646
19,39,,,0.05624665692448616,
19,39,0.06101157143712044,,,
,20,,,,0.05018811672925949
20,41,,,0.05018811300396919,
20,41,0.04669875651597977,,,
,21,,,,0.0548207089304924
21,43,,,0.0548207052052021,
21,43,0.048388004302978516,,,
,22,,,,0.06349974125623703
22,45,,,0.06349974125623703,
22,45,0.04260534420609474,,,
,23,,,,0.06266090273857117
23,47,,,0.06266090273857117,
23,47,0.04740790277719498,,,
24,49,,0.0692354217171669,,
,24,,,,0.06455336511135101
24,49,,,0.06455336511135101,
24,49,0.04592306166887283,,,
,25,,,,0.06684598326683044
25,51,,,0.06684598326683044,
25,51,0.053332697600126266,,,
,26,,,,0.06959733366966248
26,53,,,0.06959733366966248,
26,53,0.043450746685266495,,,
,27,,,,0.059884533286094666
27,55,,,0.059884533286094666,
27,55,0.0506809838116169,,,
,28,,,,0.051137737929821014
28,57,,,0.051137734204530716,
28,57,0.04085990786552429,,,
,29,,,,0.04520153999328613
29,59,,,0.04520153999328613,
29,59,0.04402734711766243,,,
,30,,,,0.04651975259184837
30,61,,,0.04651975259184837,
30,61,0.03831641748547554,,,
,31,,,,0.04290751367807388
31,63,,,0.04290751740336418,
31,63,0.03979755565524101,,,
,32,,,,0.049262940883636475
32,65,,,0.049262940883636475,
32,65,0.03352833911776543,,,
,33,,,,0.056434568017721176
33,67,,,0.056434568017721176,
33,67,0.03238116204738617,,,
,34,,,,0.060490451753139496
34,69,,,0.0604904480278492,
34,69,0.03410189226269722,,,
,35,,,,0.06495784223079681
35,71,,,0.06495784223079681,
35,71,0.029891863465309143,,,
,36,,,,0.06267546862363815
36,73,,,0.06267546862363815,
36,73,0.03605818748474121,,,
,37,,,,0.06463917344808578
37,75,,,0.06463917344808578,
37,75,0.036842454224824905,,,
,38,,,,0.065736785531044
38,77,,,0.065736785531044,
38,77,0.035012390464544296,,,
,39,,,,0.06704478710889816
39,79,,,0.06704478710889816,
39,79,0.03367438539862633,,,
,40,,,,0.06636917591094971
40,81,,,0.06636917591094971,
40,81,0.03837144374847412,,,
,41,,,,0.07844295352697372
41,83,,,0.07844295352697372,
41,83,0.03193984553217888,,,
,42,,,,0.06811254471540451
42,85,,,0.06811254471540451,
42,85,0.04381794482469559,,,
,43,,,,0.07094674557447433
43,87,,,0.07094674557447433,
43,87,0.031620729714632034,,,
,44,,,,0.07223863899707794
44,89,,,0.07223863899707794,
44,89,0.03829449042677879,,,
,45,,,,0.08157660812139511
45,91,,,0.08157660812139511,
45,91,0.03219156339764595,,,
,46,,,,0.07840731739997864
46,93,,,0.07840731739997864,
46,93,0.03652459755539894,,,
,47,,,,0.0779021829366684
47,95,,,0.0779021829366684,
47,95,0.03485066816210747,,,
,48,,,,0.08229885250329971
48,97,,,0.08229885250329971,
48,97,0.027204269543290138,,,
49,99,,0.028335697948932648,,
,49,,,,0.06840644031763077
49,99,,,0.06840644031763077,
49,99,0.03423716872930527,,,
,50,,,,0.06911830604076385
50,101,,,0.06911830604076385,
50,101,0.023311197757720947,,,
,51,,,,0.07471267133951187
51,103,,,0.07471267133951187,
51,103,0.030330020934343338,,,
,52,,,,0.07625630497932434
52,105,,,0.07625630497932434,
52,105,0.023262672126293182,,,
,53,,,,0.07755956798791885
53,107,,,0.07755956798791885,
53,107,0.026832612231373787,,,
,54,,,,0.085368812084198
54,109,,,0.085368812084198,
54,109,0.02210293337702751,,,
,55,,,,0.0787460207939148
55,111,,,0.0787460207939148,
55,111,0.02725195698440075,,,
,56,,,,0.07924937456846237
56,113,,,0.07924937456846237,
56,113,0.020204858854413033,,,
,57,,,,0.08563500642776489
57,115,,,0.08563500642776489,
57,115,0.02374221570789814,,,
,58,,,,0.08199527114629745
58,117,,,0.08199527114629745,
58,117,0.02467150241136551,,,
,59,,,,0.08988499641418457
59,119,,,0.08988499641418457,
59,119,0.019147662445902824,,,
,60,,,,0.08237089961767197
60,121,,,0.08237089961767197,
60,121,0.018599379807710648,,,
,61,,,,0.09185170382261276
61,123,,,0.09185170382261276,
61,123,0.026779379695653915,,,
,62,,,,0.07948508858680725
62,125,,,0.07948508858680725,
62,125,0.02725338190793991,,,
,63,,,,0.08701300621032715
63,127,,,0.08701300621032715,
63,127,0.025240985676646233,,,
,64,,,,0.1016981303691864
64,129,,,0.1016981303691864,
64,129,0.01854095049202442,,,
,65,,,,0.08893724530935287
65,131,,,0.08893724530935287,
65,131,0.030208025127649307,,,
,66,,,,0.09799184650182724
66,133,,,0.09799184650182724,
66,133,0.01934008114039898,,,
,67,,,,0.08986270427703857
67,135,,,0.08986270427703857,
67,135,0.035983823239803314,,,
,68,,,,0.10076458752155304
68,137,,,0.10076459497213364,
68,137,0.0235106460750103,,,
,69,,,,0.10073300451040268
69,139,,,0.10073300451040268,
69,139,0.0365554615855217,,,
