epoch,step,train_loss_epoch,val_loss_epoch,val_loss_step
,0,,,0.5776382684707642
0,1,,0.5776382684707642,
0,1,0.7805386781692505,,
,1,,,0.31508582830429077
1,3,,0.31508582830429077,
1,3,0.5478212237358093,,
,2,,,0.21112000942230225
2,5,,0.21112000942230225,
2,5,0.240936741232872,,
,3,,,0.2504299283027649
3,7,,0.2504299283027649,
3,7,0.21294423937797546,,
,4,,,0.14223068952560425
4,9,,0.14223068952560425,
4,9,0.17009295523166656,,
,5,,,0.14299699664115906
5,11,,0.14299699664115906,
5,11,0.15622007846832275,,
,6,,,0.16658718883991241
6,13,,0.16658718883991241,
6,13,0.1775168627500534,,
,7,,,0.161794513463974
7,15,,0.161794513463974,
7,15,0.1398368626832962,,
,8,,,0.12847498059272766
8,17,,0.12847498059272766,
8,17,0.14983806014060974,,
,9,,,0.09871777147054672
9,19,,0.09871777147054672,
9,19,0.11434687674045563,,
,10,,,0.11852841824293137
10,21,,0.11852841824293137,
10,21,0.09235312044620514,,
,11,,,0.11906462162733078
11,23,,0.11906462162733078,
11,23,0.10286668688058853,,
,12,,,0.10460074990987778
12,25,,0.10460074990987778,
12,25,0.08235828578472137,,
,13,,,0.11436577886343002
13,27,,0.11436577886343002,
13,27,0.07051535695791245,,
,14,,,0.12603573501110077
14,29,,0.12603573501110077,
14,29,0.0697021409869194,,
,15,,,0.12147851288318634
15,31,,0.12147852033376694,
15,31,0.061751630157232285,,
,16,,,0.11577533185482025
16,33,,0.11577532440423965,
16,33,0.05724173039197922,,
,17,,,0.11593624204397202
17,35,,0.11593624204397202,
17,35,0.06145531311631203,,
,18,,,0.12840941548347473
18,37,,0.12840941548347473,
18,37,0.052357353270053864,,
,19,,,0.10439778864383698
19,39,,0.10439779609441757,
19,39,0.06089847907423973,,
