epoch,step,train_loss_epoch,val_loss_epoch,val_loss_step
,0,,,0.5612897276878357
0,1,,0.5612897276878357,
0,1,0.7453854084014893,,
,1,,,0.1909070909023285
1,3,,0.1909070760011673,
1,3,0.47142139077186584,,
,2,,,0.2578781247138977
2,5,,0.2578781247138977,
2,5,0.2331220954656601,,
,3,,,0.3440772294998169
3,7,,0.3440772294998169,
3,7,0.25298649072647095,,
,4,,,0.25667208433151245
4,9,,0.25667208433151245,
4,9,0.2123303860425949,,
,5,,,0.13368678092956543
5,11,,0.13368678092956543,
5,11,0.18104630708694458,,
,6,,,0.08851990103721619
6,13,,0.08851990103721619,
6,13,0.132905051112175,,
,7,,,0.14016710221767426
7,15,,0.14016710221767426,
7,15,0.1271723508834839,,
,8,,,0.16054505109786987
8,17,,0.16054505109786987,
8,17,0.1327696591615677,,
,9,,,0.13853782415390015
9,19,,0.13853782415390015,
9,19,0.08093079924583435,,
,10,,,0.15478438138961792
10,21,,0.15478438138961792,
10,21,0.08407106250524521,,
,11,,,0.14692983031272888
11,23,,0.14692983031272888,
11,23,0.10076168179512024,,
,12,,,0.11940920352935791
12,25,,0.11940920352935791,
12,25,0.08593049645423889,,
,13,,,0.11637301743030548
13,27,,0.11637302488088608,
13,27,0.05836471542716026,,
,14,,,0.1265394538640976
14,29,,0.1265394538640976,
14,29,0.07113764435052872,,
,15,,,0.15227343142032623
15,31,,0.15227343142032623,
15,31,0.06344527751207352,,
,16,,,0.13662418723106384
16,33,,0.13662418723106384,
16,33,0.06366922706365585,,
,17,,,0.11502452939748764
17,35,,0.11502452939748764,
17,35,0.07372940331697464,,
,18,,,0.11267852783203125
18,37,,0.11267852783203125,
18,37,0.06170281395316124,,
,19,,,0.1123419851064682
19,39,,0.1123419776558876,
19,39,0.0502895824611187,,
