epoch,step,train_loss_epoch,val_loss_epoch,val_loss_step
,0,,,0.47929811477661133
0,1,,0.47929811477661133,
0,1,0.7742410898208618,,
,1,,,0.17587284743785858
1,3,,0.17587284743785858,
1,3,0.5453011393547058,,
,2,,,0.24489204585552216
2,5,,0.24489204585552216,
2,5,0.28190678358078003,,
,3,,,0.19003689289093018
3,7,,0.19003689289093018,
3,7,0.2564849257469177,,
,4,,,0.14050732553005219
4,9,,0.14050732553005219,
4,9,0.17077860236167908,,
,5,,,0.1135166734457016
5,11,,0.113516665995121,
5,11,0.1502099335193634,,
,6,,,0.07306909561157227
6,13,,0.07306909561157227,
6,13,0.1540510058403015,,
,7,,,0.12305466830730438
7,15,,0.12305466085672379,
7,15,0.11327686160802841,,
,8,,,0.106508269906044
8,17,,0.1065082773566246,
8,17,0.1256456971168518,,
,9,,,0.054332435131073
9,19,,0.054332435131073,
9,19,0.09438470751047134,,
,10,,,0.06903690099716187
10,21,,0.06903690099716187,
10,21,0.06872449815273285,,
,11,,,0.05418798327445984
11,23,,0.05418798327445984,
11,23,0.08842508494853973,,
,12,,,0.07655949890613556
12,25,,0.07655949890613556,
12,25,0.06048867106437683,,
,13,,,0.09776933491230011
13,27,,0.0977693423628807,
13,27,0.07304929941892624,,
,14,,,0.07449690997600555
14,29,,0.07449690997600555,
14,29,0.08191266655921936,,
,15,,,0.04570591449737549
15,31,,0.04570591449737549,
15,31,0.05725623294711113,,
,16,,,0.04865055903792381
16,33,,0.04865055903792381,
16,33,0.06443894654512405,,
,17,,,0.0501561276614666
17,35,,0.0501561276614666,
17,35,0.061191100627183914,,
,18,,,0.07937900722026825
18,37,,0.07937900722026825,
18,37,0.049217935651540756,,
,19,,,0.05319778248667717
19,39,,0.05319778248667717,
19,39,0.05372046306729317,,
