epoch,step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
,0,,,,0.26695260405540466
0,3,,,0.26695260405540466,
0,3,0.5039656758308411,,,
,1,,,,0.20730170607566833
1,7,,,0.20730169117450714,
1,7,0.1893273890018463,,,
,2,,,,0.14331728219985962
2,11,,,0.14331728219985962,
2,11,0.1535753756761551,,,
,3,,,,0.15875297784805298
3,15,,,0.15875297784805298,
3,15,0.14016160368919373,,,
,4,,,,0.09665901958942413
4,19,,,0.09665902704000473,
4,19,0.17671744525432587,,,
,5,,,,0.14239142835140228
5,23,,,0.14239142835140228,
5,23,0.09678209573030472,,,
,6,,,,0.12124888598918915
6,27,,,0.12124887853860855,
6,27,0.12070830166339874,,,
,7,,,,0.09329488128423691
7,31,,,0.09329488128423691,
7,31,0.09636060148477554,,,
,8,,,,0.09362064301967621
8,35,,,0.09362063556909561,
8,35,0.0884765088558197,,,
,9,,,,0.09035386145114899
9,39,,,0.09035386890172958,
9,39,0.1264287233352661,,,
,10,,,,0.10104440897703171
10,43,,,0.10104440897703171,
10,43,0.1038300171494484,,,
,11,,,,0.07887145131826401
11,47,,,0.07887145131826401,
11,47,0.09338921308517456,,,
12,49,,0.07853586971759796,,
,12,,,,0.10499098151922226
12,51,,,0.10499098151922226,
12,51,0.09297581762075424,,,
,13,,,,0.08791258931159973
13,55,,,0.08791258931159973,
13,55,0.10244611650705338,,,
,14,,,,0.1130022406578064
14,59,,,0.1130022406578064,
14,59,0.09375900030136108,,,
,15,,,,0.08598124235868454
15,63,,,0.08598124235868454,
15,63,0.09587541222572327,,,
,16,,,,0.11295398324728012
16,67,,,0.11295398324728012,
16,67,0.09625092148780823,,,
,17,,,,0.126214399933815
17,71,,,0.126214399933815,
17,71,0.1296936720609665,,,
,18,,,,0.13135020434856415
18,75,,,0.13135020434856415,
18,75,0.10064055025577545,,,
,19,,,,0.14791658520698547
19,79,,,0.14791658520698547,
19,79,0.08220712840557098,,,
,20,,,,0.06820657849311829
20,83,,,0.06820657849311829,
20,83,0.07903172820806503,,,
,21,,,,0.09619376063346863
21,87,,,0.09619376063346863,
21,87,0.06103834509849548,,,
,22,,,,0.08898266404867172
