epoch,step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
,0,,,,0.4806792140007019
0,3,,,0.4806791841983795,
0,3,0.5257721543312073,,,
,1,,,,0.24172119796276093
1,7,,,0.24172119796276093,
1,7,0.44345319271087646,,,
,2,,,,0.12980130314826965
2,11,,,0.12980130314826965,
2,11,0.23488226532936096,,,
,3,,,,0.20755857229232788
3,15,,,0.20755857229232788,
3,15,0.19823725521564484,,,
,4,,,,0.0918804407119751
4,19,,,0.0918804407119751,
4,19,0.188102588057518,,,
,5,,,,0.12829123437404633
5,23,,,0.12829123437404633,
5,23,0.12179901450872421,,,
,6,,,,0.07766415923833847
6,27,,,0.07766415923833847,
6,27,0.13460096716880798,,,
,7,,,,0.08930264413356781
7,31,,,0.08930263668298721,
7,31,0.12019726634025574,,,
,8,,,,0.10622083395719528
8,35,,,0.10622083395719528,
8,35,0.10811073333024979,,,
,9,,,,0.08795076608657837
9,39,,,0.08795076608657837,
9,39,0.11166532337665558,,,
,10,,,,0.06355471909046173
10,43,,,0.06355471909046173,
10,43,0.09524203091859818,,,
,11,,,,0.05645782873034477
11,47,,,0.05645782873034477,
11,47,0.08941137790679932,,,
12,49,,0.06729689985513687,,
,12,,,,0.06450343132019043
12,51,,,0.06450343132019043,
12,51,0.08452095836400986,,,
,13,,,,0.063507579267025
13,55,,,0.063507579267025,
13,55,0.08080362528562546,,,
,14,,,,0.06352495402097702
14,59,,,0.06352495402097702,
14,59,0.07067000865936279,,,
,15,,,,0.04658305644989014
15,63,,,0.04658305644989014,
15,63,0.07487288117408752,,,
,16,,,,0.06638488173484802
16,67,,,0.06638488173484802,
16,67,0.07173090428113937,,,
,17,,,,0.0502161979675293
17,71,,,0.0502161979675293,
17,71,0.07889492809772491,,,
,18,,,,0.06861024349927902
18,75,,,0.06861024349927902,
18,75,0.09856069833040237,,,
,19,,,,0.06155460700392723
19,79,,,0.06155460700392723,
19,79,0.07634124159812927,,,
,20,,,,0.04574541747570038
20,83,,,0.04574541747570038,
20,83,0.07034143060445786,,,
,21,,,,0.06497105956077576
21,87,,,0.06497105956077576,
21,87,0.06759463995695114,,,
,22,,,,0.029091227799654007
22,91,,,0.029091229662299156,
22,91,0.05996819585561752,,,
,23,,,,0.06929284334182739
23,95,,,0.06929284334182739,
23,95,0.04839754477143288,,,
24,99,,0.1173953115940094,,
,24,,,,0.0391264334321022
24,99,,,0.0391264334321022,
24,99,0.0856352299451828,,,
,25,,,,0.022504720836877823
25,103,,,0.022504722699522972,
25,103,0.05288676172494888,,,
,26,,,,0.04456743597984314
26,107,,,0.04456743597984314,
26,107,0.05107513442635536,,,
,27,,,,0.06745685636997223
27,111,,,0.06745685636997223,
27,111,0.06591395288705826,,,
,28,,,,0.04965522140264511
28,115,,,0.04965521767735481,
28,115,0.08416733890771866,,,
,29,,,,0.04280988872051239
29,119,,,0.04280988872051239,
29,119,0.07305065542459488,,,
,30,,,,0.0620768666267395
30,123,,,0.0620768666267395,
30,123,0.06356585770845413,,,
,31,,,,0.04718049615621567
31,127,,,0.04718049243092537,
31,127,0.06970170885324478,,,
,32,,,,0.06049899756908417
32,131,,,0.06049899756908417,
32,131,0.0558791384100914,,,
,33,,,,0.046643517911434174
33,135,,,0.046643514186143875,
33,135,0.06759172677993774,,,
,34,,,,0.06515049934387207
34,139,,,0.06515049934387207,
34,139,0.04820651188492775,,,
,35,,,,0.0657239556312561
35,143,,,0.0657239556312561,
35,143,0.07188044488430023,,,
,36,,,,0.04886665195226669
36,147,,,0.048866648226976395,
36,147,0.06476782262325287,,,
37,149,,0.07469873875379562,,
,37,,,,0.06710271537303925
37,151,,,0.06710271537303925,
37,151,0.07354997098445892,,,
,38,,,,0.07711690664291382
38,155,,,0.07711690664291382,
38,155,0.06633429229259491,,,
,39,,,,0.04586067050695419
