epoch,step,train_loss_epoch,val_loss_epoch,val_loss_step
,0,,,0.4557430148124695
0,1,,0.4557429850101471,
0,1,0.6965426802635193,,
,1,,,0.16350850462913513
1,3,,0.16350850462913513,
1,3,0.45085904002189636,,
,2,,,0.1499922126531601
2,5,,0.1499922126531601,
2,5,0.18961702287197113,,
,3,,,0.09475227445363998
3,7,,0.09475227445363998,
3,7,0.1944321095943451,,
,4,,,0.10115131735801697
4,9,,0.10115131735801697,
4,9,0.11641661822795868,,
,5,,,0.10732387006282806
5,11,,0.10732386261224747,
5,11,0.12159303575754166,,
,6,,,0.09205250442028046
6,13,,0.09205249696969986,
6,13,0.11904655396938324,,
,7,,,0.06394492834806442
7,15,,0.06394492834806442,
7,15,0.0779014602303505,,
,8,,,0.07014781981706619
8,17,,0.07014781981706619,
8,17,0.1077234148979187,,
,9,,,0.08904600143432617
9,19,,0.08904600143432617,
9,19,0.10238004475831985,,
,10,,,0.11558742821216583
10,21,,0.11558743566274643,
10,21,0.0766175240278244,,
,11,,,0.08514153957366943
11,23,,0.08514153957366943,
11,23,0.08347249776124954,,
,12,,,0.06647952646017075
12,25,,0.06647952646017075,
12,25,0.07959742844104767,,
,13,,,0.06423600018024445
13,27,,0.06423600018024445,
13,27,0.06583316624164581,,
,14,,,0.0834788829088211
14,29,,0.0834788903594017,
14,29,0.06791887432336807,,
,15,,,0.05004896968603134
15,31,,0.05004896596074104,
15,31,0.06785424053668976,,
,16,,,0.05281979963183403
16,33,,0.05281979963183403,
16,33,0.059166111052036285,,
,17,,,0.04938796907663345
17,35,,0.04938797280192375,
17,35,0.062487028539180756,,
,18,,,0.05673903971910477
18,37,,0.056739043444395065,
18,37,0.05390753597021103,,
,19,,,0.06422591209411621
19,39,,0.06422591209411621,
19,39,0.05580732226371765,,
