epoch,step,train_loss_epoch,val_loss_epoch,val_loss_step
,0,,,0.408329576253891
0,1,,0.408329576253891,
0,1,0.7257974743843079,,
,1,,,0.07144899666309357
1,3,,0.07144899666309357,
1,3,0.4645201861858368,,
,2,,,0.2628304064273834
2,5,,0.2628304064273834,
2,5,0.2209889441728592,,
,3,,,0.0694141536951065
3,7,,0.0694141536951065,
3,7,0.25607001781463623,,
,4,,,0.12184464186429977
4,9,,0.12184464186429977,
4,9,0.10742031037807465,,
,5,,,0.1061822921037674
5,11,,0.10618229955434799,
5,11,0.1613239347934723,,
,6,,,0.041180044412612915
6,13,,0.041180044412612915,
6,13,0.1234845444560051,,
,7,,,0.11482153832912445
7,15,,0.11482153087854385,
7,15,0.08094071596860886,,
,8,,,0.054985642433166504
8,17,,0.054985642433166504,
8,17,0.12240375578403473,,
,9,,,0.058631863445043564
9,19,,0.058631863445043564,
9,19,0.08309358358383179,,
,10,,,0.04490247368812561
10,21,,0.04490247368812561,
10,21,0.0961599349975586,,
,11,,,0.04204998165369034
11,23,,0.04204998537898064,
11,23,0.07682368159294128,,
,12,,,0.046955786645412445
12,25,,0.04695578292012215,
12,25,0.07099203020334244,,
,13,,,0.032791897654533386
13,27,,0.032791897654533386,
13,27,0.052773572504520416,,
,14,,,0.037070367485284805
14,29,,0.037070367485284805,
14,29,0.05652415379881859,,
,15,,,0.04382706806063652
15,31,,0.04382706806063652,
15,31,0.05211183428764343,,
,16,,,0.03644023835659027
16,33,,0.03644023835659027,
16,33,0.05293804034590721,,
,17,,,0.041475821286439896
17,35,,0.041475821286439896,
17,35,0.04513353481888771,,
,18,,,0.04557359963655472
18,37,,0.045573603361845016,
18,37,0.04675205796957016,,
,19,,,0.04696007817983627
19,39,,0.046960074454545975,
19,39,0.045037537813186646,,
