epoch,step,train_loss_epoch,val_loss_epoch,val_loss_step
,0,,,0.47775453329086304
0,1,,0.47775450348854065,
0,1,0.7142199277877808,,
,1,,,0.23024003207683563
1,3,,0.23024003207683563,
1,3,0.4869987964630127,,
,2,,,0.32755428552627563
2,5,,0.32755428552627563,
2,5,0.17260177433490753,,
,3,,,0.17111235857009888
3,7,,0.17111235857009888,
3,7,0.3320995271205902,,
,4,,,0.13267546892166138
4,9,,0.13267546892166138,
4,9,0.161018967628479,,
,5,,,0.15013454854488373
5,11,,0.15013454854488373,
5,11,0.17164546251296997,,
,6,,,0.0792553573846817
6,13,,0.0792553573846817,
6,13,0.1612815111875534,,
,7,,,0.1530606746673584
7,15,,0.1530606746673584,
7,15,0.08286388218402863,,
,8,,,0.1511867493391037
8,17,,0.1511867493391037,
8,17,0.13149257004261017,,
,9,,,0.10113056004047394
9,19,,0.10113056749105453,
9,19,0.10866941511631012,,
,10,,,0.0964469164609909
10,21,,0.09644690901041031,
10,21,0.08949033915996552,,
,11,,,0.0605563186109066
11,23,,0.0605563186109066,
11,23,0.07887528091669083,,
,12,,,0.06249887868762016
12,25,,0.06249887868762016,
12,25,0.0738721638917923,,
,13,,,0.08635872602462769
13,27,,0.08635872602462769,
13,27,0.0686909556388855,,
,14,,,0.1048722118139267
14,29,,0.1048722043633461,
14,29,0.06927225738763809,,
,15,,,0.09176743030548096
15,31,,0.09176743030548096,
15,31,0.06534414738416672,,
,16,,,0.07625110447406769
16,33,,0.07625110447406769,
16,33,0.06330925971269608,,
,17,,,0.06722577661275864
17,35,,0.06722577661275864,
17,35,0.0612652413547039,,
,18,,,0.08705069124698639
18,37,,0.08705069869756699,
18,37,0.045633796602487564,,
,19,,,0.09187857806682587
19,39,,0.09187857061624527,
19,39,0.052474040538072586,,
