epoch,step,train_loss_epoch,val_loss_epoch,val_loss_step
,0,,,0.6041498184204102
0,1,,0.6041498184204102,
0,1,0.7081964015960693,,
,1,,,0.3157767951488495
1,3,,0.3157767951488495,
1,3,0.4949128329753876,,
,2,,,0.20312371850013733
2,5,,0.20312373340129852,
2,5,0.23453426361083984,,
,3,,,0.18248139321804047
3,7,,0.18248139321804047,
3,7,0.26343512535095215,,
,4,,,0.11302100867033005
4,9,,0.11302100867033005,
4,9,0.19733475148677826,,
,5,,,0.2265164852142334
5,11,,0.2265164852142334,
5,11,0.12479181587696075,,
,6,,,0.17022442817687988
6,13,,0.17022442817687988,
6,13,0.18732349574565887,,
,7,,,0.08208873867988586
7,15,,0.08208873867988586,
7,15,0.14204925298690796,,
,8,,,0.10785897821187973
8,17,,0.10785897821187973,
8,17,0.09408433735370636,,
,9,,,0.08499541878700256
9,19,,0.08499541878700256,
9,19,0.1089872270822525,,
,10,,,0.04849334806203842
10,21,,0.04849334433674812,
10,21,0.09378086775541306,,
,11,,,0.04421897977590561
11,23,,0.04421897605061531,
11,23,0.07537557929754257,,
,12,,,0.07379648089408875
12,25,,0.07379648089408875,
12,25,0.06944712996482849,,
,13,,,0.06460288166999817
13,27,,0.06460288166999817,
13,27,0.07164201140403748,,
,14,,,0.05187659710645676
14,29,,0.05187659338116646,
14,29,0.05842335522174835,,
,15,,,0.06469686329364777
15,31,,0.06469686329364777,
15,31,0.06871199607849121,,
,16,,,0.06194856017827988
16,33,,0.06194855645298958,
16,33,0.060722220689058304,,
,17,,,0.0725497305393219
17,35,,0.0725497305393219,
17,35,0.0511048324406147,,
,18,,,0.061995282769203186
18,37,,0.061995282769203186,
18,37,0.05407516658306122,,
,19,,,0.05362338945269585
19,39,,0.05362338945269585,
19,39,0.046087395399808884,,
