epoch,step,train_loss_epoch,val_loss_epoch,val_loss_step
,0,,,0.11118821799755096
0,1,,0.11118821054697037,
0,1,0.7266771197319031,,
,1,,,0.4571647644042969
1,3,,0.4571647644042969,
1,3,0.20458629727363586,,
,2,,,0.18597011268138885
2,5,,0.18597011268138885,
2,5,0.40534698963165283,,
,3,,,0.14253252744674683
3,7,,0.14253252744674683,
3,7,0.1870819479227066,,
,4,,,0.1813443899154663
4,9,,0.1813443899154663,
4,9,0.18020649254322052,,
,5,,,0.11058099567890167
5,11,,0.11058100312948227,
5,11,0.1900712549686432,,
,6,,,0.12875686585903168
6,13,,0.12875686585903168,
6,13,0.11367002129554749,,
,7,,,0.1011686623096466
7,15,,0.1011686623096466,
7,15,0.12194397300481796,,
,8,,,0.0806867778301239
8,17,,0.0806867778301239,
8,17,0.11793655157089233,,
,9,,,0.0964258536696434
9,19,,0.0964258536696434,
9,19,0.09597694128751755,,
,10,,,0.07711908221244812
10,21,,0.07711908221244812,
10,21,0.11371311545372009,,
,11,,,0.06258836388587952
11,23,,0.06258836388587952,
11,23,0.0878538191318512,,
,12,,,0.0770934671163559
12,25,,0.0770934671163559,
12,25,0.09715192019939423,,
,13,,,0.06996007263660431
13,27,,0.06996007263660431,
13,27,0.09348871558904648,,
,14,,,0.06701215356588364
14,29,,0.06701215356588364,
14,29,0.07932859659194946,,
,15,,,0.04939977824687958
15,31,,0.04939977824687958,
15,31,0.07717830687761307,,
,16,,,0.055540211498737335
16,33,,0.055540215224027634,
16,33,0.06928745657205582,,
,17,,,0.06638243049383163
17,35,,0.06638243049383163,
17,35,0.07186133414506912,,
,18,,,0.0710245668888092
18,37,,0.0710245668888092,
18,37,0.06161278858780861,,
,19,,,0.05944468826055527
19,39,,0.05944468453526497,
19,39,0.05958649516105652,,
