epoch,step,train_loss_epoch,val_loss_epoch,val_loss_step
,0,,,0.1022738441824913
0,1,,0.1022738441824913,
0,1,0.6766822934150696,,
,1,,,0.3058227300643921
1,3,,0.3058227300643921,
1,3,0.17017623782157898,,
,2,,,0.09132000058889389
2,5,,0.09132000058889389,
2,5,0.2513295114040375,,
,3,,,0.13245443999767303
3,7,,0.13245443999767303,
3,7,0.12402272969484329,,
,4,,,0.11979968845844269
4,9,,0.11979969590902328,
4,9,0.15940244495868683,,
,5,,,0.09208711236715317
5,11,,0.09208711236715317,
5,11,0.12327322363853455,,
,6,,,0.15731027722358704
6,13,,0.15731027722358704,
6,13,0.11498520523309708,,
,7,,,0.11395485699176788
7,15,,0.11395486444234848,
7,15,0.1325417459011078,,
,8,,,0.04608115181326866
8,17,,0.04608115181326866,
8,17,0.09472480416297913,,
,9,,,0.06432289630174637
9,19,,0.06432289630174637,
9,19,0.08772668987512589,,
,10,,,0.062463171780109406
10,21,,0.062463175505399704,
10,21,0.09964094310998917,,
,11,,,0.059144552797079086
11,23,,0.059144552797079086,
11,23,0.08835696429014206,,
,12,,,0.07967992126941681
12,25,,0.07967992126941681,
12,25,0.07825758308172226,,
,13,,,0.06497055292129517
13,27,,0.06497055292129517,
13,27,0.08581020683050156,,
,14,,,0.041831787675619125
14,29,,0.041831787675619125,
14,29,0.08595295250415802,,
,15,,,0.05887319892644882
15,31,,0.058873195201158524,
15,31,0.0752219706773758,,
,16,,,0.07043056935071945
16,33,,0.07043056935071945,
16,33,0.07565942406654358,,
,17,,,0.06643086671829224
17,35,,0.06643086671829224,
17,35,0.07248970866203308,,
,18,,,0.06707766652107239
18,37,,0.06707766652107239,
18,37,0.061133336275815964,,
,19,,,0.039324790239334106
19,39,,0.039324790239334106,
19,39,0.0682266503572464,,
