epoch,step,train_loss_epoch,val_loss_epoch,val_loss_step
,0,,,0.7593838572502136
0,1,,0.7593838572502136,
0,1,0.7609156966209412,,
,1,,,0.38413476943969727
1,3,,0.38413476943969727,
1,3,0.5531719326972961,,
,2,,,0.1912659853696823
2,5,,0.1912659853696823,
2,5,0.2363380789756775,,
,3,,,0.18948999047279358
3,7,,0.18949000537395477,
3,7,0.19323772192001343,,
,4,,,0.19165468215942383
4,9,,0.19165468215942383,
4,9,0.17847000062465668,,
,5,,,0.12041264772415161
5,11,,0.12041264772415161,
5,11,0.12699097394943237,,
,6,,,0.11289608478546143
6,13,,0.11289608478546143,
6,13,0.09143213927745819,,
,7,,,0.13347569108009338
7,15,,0.13347569108009338,
7,15,0.09206510335206985,,
,8,,,0.1820058524608612
8,17,,0.1820058375597,
8,17,0.07472559064626694,,
,9,,,0.1807788908481598
9,19,,0.18077890574932098,
9,19,0.0862487256526947,,
,10,,,0.14529523253440857
10,21,,0.14529523253440857,
10,21,0.08937320858240128,,
,11,,,0.12284763157367706
11,23,,0.12284763902425766,
11,23,0.062182940542697906,,
,12,,,0.12086652219295502
12,25,,0.12086651474237442,
12,25,0.06778287887573242,,
,13,,,0.13330703973770142
13,27,,0.13330703973770142,
13,27,0.05841764807701111,,
,14,,,0.12617313861846924
14,29,,0.12617313861846924,
14,29,0.06104355677962303,,
,15,,,0.11895132064819336
15,31,,0.11895132064819336,
15,31,0.04623507335782051,,
,16,,,0.10936113446950912
16,33,,0.10936113446950912,
16,33,0.051585063338279724,,
,17,,,0.10772806406021118
17,35,,0.10772806406021118,
17,35,0.05470171570777893,,
,18,,,0.10521447658538818
18,37,,0.10521447658538818,
18,37,0.05383163318037987,,
,19,,,0.10082200169563293
19,39,,0.10082200169563293,
19,39,0.04569326713681221,,
