epoch,step,train_loss_epoch,val_loss_epoch,val_loss_step
,0,,,0.9863144755363464
0,1,,0.9863144755363464,
0,1,0.8099439144134521,,
,1,,,0.5106321573257446
1,3,,0.5106321573257446,
1,3,0.5441636443138123,,
,2,,,0.273622989654541
2,5,,0.273622989654541,
2,5,0.2676611840724945,,
,3,,,0.29856568574905396
3,7,,0.29856568574905396,
3,7,0.3045101761817932,,
,4,,,0.16980378329753876
4,9,,0.16980378329753876,
4,9,0.20521210134029388,,
,5,,,0.2071719616651535
5,11,,0.2071719616651535,
5,11,0.1888159215450287,,
,6,,,0.20691654086112976
6,13,,0.20691652595996857,
6,13,0.19595211744308472,,
,7,,,0.11421419680118561
7,15,,0.1142142042517662,
7,15,0.15727044641971588,,
,8,,,0.16052120923995972
8,17,,0.16052120923995972,
8,17,0.11933640390634537,,
,9,,,0.12547366321086884
9,19,,0.12547366321086884,
9,19,0.12125981599092484,,
,10,,,0.08768030256032944
10,21,,0.08768030256032944,
10,21,0.08744920045137405,,
,11,,,0.11744171380996704
11,23,,0.11744171380996704,
11,23,0.08899242430925369,,
,12,,,0.20067566633224487
12,25,,0.20067566633224487,
12,25,0.08559425175189972,,
,13,,,0.16106726229190826
13,27,,0.16106726229190826,
13,27,0.07702968269586563,,
,14,,,0.13178466260433197
14,29,,0.13178466260433197,
14,29,0.07437246292829514,,
,15,,,0.17328786849975586
15,31,,0.17328786849975586,
15,31,0.06972554326057434,,
,16,,,0.1276734471321106
16,33,,0.1276734471321106,
16,33,0.06911737471818924,,
,17,,,0.12190215289592743
17,35,,0.12190214544534683,
17,35,0.0630626305937767,,
,18,,,0.12378820776939392
18,37,,0.12378820776939392,
18,37,0.06634721159934998,,
,19,,,0.10740667581558228
19,39,,0.10740667581558228,
19,39,0.06335269659757614,,
