epoch,step,train_loss_epoch,val_loss_epoch,val_loss_step
,0,,,0.5194190740585327
0,1,,0.5194190740585327,
0,1,0.7156269550323486,,
,1,,,0.27989083528518677
1,3,,0.27989083528518677,
1,3,0.4921051859855652,,
,2,,,0.166682630777359
2,5,,0.1666826456785202,
2,5,0.2600097954273224,,
,3,,,0.16087566316127777
3,7,,0.16087566316127777,
3,7,0.26026204228401184,,
,4,,,0.10007616877555847
4,9,,0.10007616877555847,
4,9,0.14982689917087555,,
,5,,,0.17052511870861053
5,11,,0.17052511870861053,
5,11,0.1585996150970459,,
,6,,,0.11328966915607452
6,13,,0.11328967660665512,
6,13,0.1954074651002884,,
,7,,,0.09308439493179321
7,15,,0.09308439493179321,
7,15,0.12824606895446777,,
,8,,,0.08652713894844055
8,17,,0.08652713894844055,
8,17,0.11992572247982025,,
,9,,,0.06095806881785393
9,19,,0.06095806881785393,
9,19,0.10200825333595276,,
,10,,,0.07478147000074387
10,21,,0.07478147000074387,
10,21,0.08758147805929184,,
,11,,,0.060867588967084885
11,23,,0.060867588967084885,
11,23,0.09459985792636871,,
,12,,,0.06447569280862808
12,25,,0.06447569280862808,
12,25,0.07466883212327957,,
,13,,,0.06190013885498047
13,27,,0.06190013885498047,
13,27,0.07891388982534409,,
,14,,,0.052118346095085144
14,29,,0.052118346095085144,
14,29,0.07408848404884338,,
,15,,,0.04669320583343506
15,31,,0.04669320583343506,
15,31,0.05925652012228966,,
,16,,,0.05921022593975067
16,33,,0.05921022593975067,
16,33,0.05610864982008934,,
,17,,,0.046635400503873825
17,35,,0.046635400503873825,
17,35,0.06002414971590042,,
,18,,,0.05217645689845085
18,37,,0.05217645689845085,
18,37,0.051863860338926315,,
,19,,,0.050319358706474304
19,39,,0.050319358706474304,
19,39,0.05601758509874344,,
