epoch,step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
,0,,,,0.20790313184261322
0,1,,,0.20790313184261322,
0,1,0.5501319766044617,,,
,1,,,,0.20207536220550537
1,3,,,0.20207536220550537,
1,3,0.22296597063541412,,,
,2,,,,0.136779323220253
2,5,,,0.136779323220253,
2,5,0.1636902093887329,,,
,3,,,,0.18514195084571838
3,7,,,0.18514196574687958,
3,7,0.1577911674976349,,,
,4,,,,0.12567639350891113
4,9,,,0.12567639350891113,
4,9,0.15479271113872528,,,
,5,,,,0.0930081456899643
5,11,,,0.0930081382393837,
5,11,0.11138204485177994,,,
,6,,,,0.09227286279201508
6,13,,,0.09227285534143448,
6,13,0.12437383830547333,,,
,7,,,,0.10005578398704529
7,15,,,0.10005578398704529,
7,15,0.09779007732868195,,,
,8,,,,0.10168612003326416
8,17,,,0.10168612003326416,
8,17,0.09814196825027466,,,
,9,,,,0.09428074955940247
9,19,,,0.09428074955940247,
9,19,0.10533428192138672,,,
,10,,,,0.07788670063018799
10,21,,,0.07788670063018799,
10,21,0.10805879533290863,,,
,11,,,,0.085385762155056
11,23,,,0.085385762155056,
11,23,0.09445884078741074,,,
,12,,,,0.0770239531993866
12,25,,,0.0770239531993866,
12,25,0.09430664032697678,,,
,13,,,,0.09279932826757431
13,27,,,0.09279932826757431,
13,27,0.09061672538518906,,,
,14,,,,0.06709976494312286
14,29,,,0.06709976494312286,
14,29,0.09317198395729065,,,
,15,,,,0.0849279910326004
15,31,,,0.084927998483181,
15,31,0.07624480128288269,,,
,16,,,,0.07394126802682877
16,33,,,0.07394126802682877,
16,33,0.0734173133969307,,,
,17,,,,0.06753593683242798
17,35,,,0.06753593683242798,
17,35,0.07906894385814667,,,
,18,,,,0.05775773152709007
18,37,,,0.05775773152709007,
18,37,0.07858909666538239,,,
,19,,,,0.0682322084903717
19,39,,,0.0682322084903717,
19,39,0.07003603130578995,,,
,20,,,,0.0581304095685482
20,41,,,0.0581304095685482,
20,41,0.07514207810163498,,,
,21,,,,0.07420703768730164
21,43,,,0.07420703768730164,
21,43,0.0661691352725029,,,
,22,,,,0.06003387272357941
22,45,,,0.06003387272357941,
22,45,0.07187922298908234,,,
,23,,,,0.053662411868572235
23,47,,,0.05366240814328194,
23,47,0.06439731270074844,,,
24,49,,0.044142406433820724,,
,24,,,,0.04486474022269249
24,49,,,0.04486474022269249,
24,49,0.06568711251020432,,,
,25,,,,0.0785657986998558
25,51,,,0.0785657986998558,
25,51,0.05240924283862114,,,
,26,,,,0.05517762899398804
26,53,,,0.05517762899398804,
26,53,0.06821981817483902,,,
,27,,,,0.04033391922712326
27,55,,,0.04033391922712326,
27,55,0.05780621990561485,,,
,28,,,,0.0456913486123085
28,57,,,0.0456913523375988,
28,57,0.06360235065221786,,,
,29,,,,0.0353948250412941
29,59,,,0.0353948250412941,
29,59,0.05323713645339012,,,
,30,,,,0.0463043749332428
30,61,,,0.0463043749332428,
30,61,0.045563410967588425,,,
,31,,,,0.03152483329176903
31,63,,,0.03152483329176903,
31,63,0.05529683455824852,,,
,32,,,,0.025224661454558372
32,65,,,0.025224661454558372,
32,65,0.04753534868359566,,,
,33,,,,0.023268593475222588
33,67,,,0.023268593475222588,
33,67,0.04403356462717056,,,
,34,,,,0.02064107172191143
34,69,,,0.02064107172191143,
34,69,0.04537685215473175,,,
,35,,,,0.01551155373454094
35,71,,,0.01551155373454094,
35,71,0.05392289161682129,,,
,36,,,,0.059696994721889496
36,73,,,0.0596969909965992,
36,73,0.049231745302677155,,,
,37,,,,0.0462605319917202
37,75,,,0.0462605319917202,
37,75,0.05837371200323105,,,
,38,,,,0.023963913321495056
38,77,,,0.023963913321495056,
38,77,0.06598661094903946,,,
,39,,,,0.029544439166784286
39,79,,,0.029544437304139137,
39,79,0.050013817846775055,,,
