epoch,step,train_loss_epoch,val_loss_epoch,val_loss_step
,0,,,0.9378966689109802
0,1,,0.9378966689109802,
0,1,0.7484805583953857,,
,1,,,0.3996339738368988
1,3,,0.3996339738368988,
1,3,0.49801692366600037,,
,2,,,0.3463854491710663
2,5,,0.3463854491710663,
2,5,0.231622576713562,,
,3,,,0.26503586769104004
3,7,,0.26503586769104004,
3,7,0.24062573909759521,,
,4,,,0.24913114309310913
4,9,,0.24913114309310913,
4,9,0.1463298350572586,,
,5,,,0.2864564061164856
5,11,,0.2864564061164856,
5,11,0.17460781335830688,,
,6,,,0.24371008574962616
6,13,,0.24371008574962616,
6,13,0.1864403486251831,,
,7,,,0.22342203557491302
7,15,,0.22342203557491302,
7,15,0.12411271780729294,,
,8,,,0.2795410454273224
8,17,,0.2795410454273224,
8,17,0.08683101832866669,,
,9,,,0.1917450875043869
9,19,,0.1917450875043869,
9,19,0.13178491592407227,,
,10,,,0.13641098141670227
10,21,,0.13641098141670227,
10,21,0.0923529714345932,,
,11,,,0.1761346459388733
11,23,,0.1761346459388733,
11,23,0.0723983496427536,,
,12,,,0.23306551575660706
12,25,,0.23306553065776825,
12,25,0.06582765281200409,,
,13,,,0.17550823092460632
13,27,,0.17550821602344513,
13,27,0.08424265682697296,,
,14,,,0.12333320081233978
14,29,,0.12333319336175919,
14,29,0.05159829929471016,,
,15,,,0.12899550795555115
15,31,,0.12899550795555115,
15,31,0.07494086027145386,,
,16,,,0.174777552485466
16,33,,0.174777552485466,
16,33,0.06373686343431473,,
,17,,,0.21265685558319092
17,35,,0.21265685558319092,
17,35,0.05667771399021149,,
,18,,,0.16942445933818817
18,37,,0.16942445933818817,
18,37,0.05745825916528702,,
,19,,,0.15035384893417358
19,39,,0.15035384893417358,
19,39,0.048205919563770294,,
