epoch,step,train_loss_epoch,val_loss_epoch,val_loss_step
,0,,,0.5741991400718689
0,1,,0.5741991400718689,
0,1,0.7584884166717529,,
,1,,,0.1932881772518158
1,3,,0.1932881623506546,
1,3,0.4483555853366852,,
,2,,,0.21550075709819794
2,5,,0.21550075709819794,
2,5,0.14240697026252747,,
,3,,,0.12488998472690582
3,7,,0.12488999217748642,
3,7,0.25823578238487244,,
,4,,,0.19883152842521667
4,9,,0.19883151352405548,
4,9,0.20593617856502533,,
,5,,,0.1927150934934616
5,11,,0.1927150934934616,
5,11,0.20051419734954834,,
,6,,,0.18433146178722382
6,13,,0.18433146178722382,
6,13,0.13115814328193665,,
,7,,,0.1546308398246765
7,15,,0.1546308398246765,
7,15,0.14958171546459198,,
,8,,,0.09205031394958496
8,17,,0.09205031394958496,
8,17,0.12547346949577332,,
,9,,,0.13073885440826416
9,19,,0.13073885440826416,
9,19,0.09077461063861847,,
,10,,,0.15678511559963226
10,21,,0.15678511559963226,
10,21,0.11920363456010818,,
,11,,,0.13460347056388855
11,23,,0.13460347056388855,
11,23,0.10931820422410965,,
,12,,,0.1291155219078064
12,25,,0.1291155219078064,
12,25,0.06897038966417313,,
,13,,,0.13518449664115906
13,27,,0.13518449664115906,
13,27,0.10365429520606995,,
,14,,,0.1357802152633667
14,29,,0.1357802152633667,
14,29,0.07797574996948242,,
,15,,,0.11511259526014328
15,31,,0.11511259526014328,
15,31,0.07510646432638168,,
,16,,,0.10942298173904419
16,33,,0.10942298173904419,
16,33,0.07045291364192963,,
,17,,,0.13771045207977295
17,35,,0.13771045207977295,
17,35,0.06105360761284828,,
,18,,,0.12439584732055664
18,37,,0.12439584732055664,
18,37,0.07036052644252777,,
,19,,,0.10001810640096664
19,39,,0.10001810640096664,
19,39,0.05646743252873421,,
