epoch,step,train_loss_epoch,val_loss_epoch,val_loss_step
,0,,,0.10732325911521912
0,1,,0.10732325911521912,
0,1,0.6752515435218811,,
,1,,,0.3247683644294739
1,3,,0.3247683644294739,
1,3,0.1754959225654602,,
,2,,,0.054211925715208054
2,5,,0.054211925715208054,
2,5,0.290132075548172,,
,3,,,0.19592159986495972
3,7,,0.19592159986495972,
3,7,0.11353632062673569,,
,4,,,0.1333630532026291
4,9,,0.1333630532026291,
4,9,0.21031999588012695,,
,5,,,0.11161436140537262
5,11,,0.11161436885595322,
5,11,0.12857013940811157,,
,6,,,0.16782939434051514
6,13,,0.16782939434051514,
6,13,0.11822748929262161,,
,7,,,0.09928441047668457
7,15,,0.09928441047668457,
7,15,0.1577107459306717,,
,8,,,0.10982735455036163
8,17,,0.10982736200094223,
8,17,0.09996747225522995,,
,9,,,0.12839774787425995
9,19,,0.12839774787425995,
9,19,0.11766067147254944,,
,10,,,0.11416740715503693
10,21,,0.11416741460561752,
10,21,0.13285797834396362,,
,11,,,0.08721187710762024
11,23,,0.08721187710762024,
11,23,0.08916353434324265,,
,12,,,0.08821078389883041
12,25,,0.08821078389883041,
12,25,0.09376232326030731,,
,13,,,0.0737430676817894
13,27,,0.0737430676817894,
13,27,0.09469116479158401,,
,14,,,0.07177186012268066
14,29,,0.07177186012268066,
14,29,0.07052664458751678,,
,15,,,0.05839432403445244
15,31,,0.05839432403445244,
15,31,0.07441776990890503,,
,16,,,0.0595015287399292
16,33,,0.0595015287399292,
16,33,0.060040418058633804,,
,17,,,0.06248008459806442
17,35,,0.062480080872774124,
17,35,0.06341654062271118,,
,18,,,0.06580880284309387
18,37,,0.06580880284309387,
18,37,0.0537673756480217,,
,19,,,0.037949349731206894
19,39,,0.037949349731206894,
19,39,0.05240872502326965,,
