Date,MCAP_22_Index
2000-01-03,1.0
2000-01-04,0.9808235818791096
2000-01-05,0.9806251271307878
2000-01-06,0.9806251271307878
2000-01-07,0.9502634131581368
2000-01-10,0.9733534319996072
2000-01-11,0.9772838053314161
2000-01-12,0.9751673620369016
2000-01-13,0.9846369069851778
2000-01-14,1.0055094079517461
2000-01-17,1.030565183201486
2000-01-18,0.9984700150151511
2000-01-19,0.9998463133453329
2000-01-20,1.005371791292281
2000-01-21,1.0048155591910601
2000-01-24,1.0186715229735108
2000-01-25,1.0069773779062665
2000-01-26,1.0210736169357553
2000-01-27,1.0148505735177151
2000-01-28,1.0531603345354388
2000-01-31,1.0396754122231278
2000-02-01,1.0756809235746259
2000-02-02,1.1269114100937454
2000-02-03,1.1335819680143138
2000-02-04,1.1319309119093204
2000-02-07,1.1453402912681447
2000-02-08,1.1493755641738026
2000-02-09,1.164640102159223
2000-02-10,1.1785063150575266
2000-02-11,1.1886845989399901
2000-02-14,1.1532288968716011
2000-02-15,1.1202481958960115
2000-02-16,1.1401576229161743
2000-02-17,1.1477652366464293
2000-02-18,1.177093085105618
2000-02-21,1.175446389465547
2000-02-22,1.1589154000124036
2000-02-23,1.1721079537884769
2000-02-24,1.170808168098676
2000-02-25,1.2230150563892055
2000-02-28,1.2328404996540112
2000-02-29,1.2295132059114646
2000-03-01,1.2570497406472967
2000-03-02,1.3019153009949518
2000-03-03,1.3174832518810078
2000-03-06,1.320378445849039
2000-03-07,1.3278417996163454
2000-03-08,1.2772128872040605
2000-03-09,1.2746900979607638
2000-03-10,1.2984559331769912
2000-03-13,1.2968403290867514
2000-03-14,1.278201639557572
2000-03-15,1.2405421236227536
2000-03-16,1.217797381719882
2000-03-17,1.25402045919899
2000-03-20,1.307208096405402
2000-03-21,1.2822190196358951
2000-03-22,1.3092270359818396
2000-03-23,1.3135545394700896
2000-03-24,1.3348617924680368
2000-03-27,1.3243370247007713
2000-03-28,1.2876457195122617
2000-03-29,1.2647162482306842
2000-03-30,1.2149481819116021
2000-03-31,1.2175880381817528
2000-04-03,1.2125657449806475
2000-04-04,1.2040730870451473
2000-04-05,1.1637884318203575
2000-04-06,1.2486463084871426
2000-04-07,1.2702317614698857
2000-04-10,1.2777615992281284
2000-04-11,1.2410500850361068
2000-04-12,1.22824327275902
2000-04-13,1.2088282194317388
2000-04-14,1.1943378752926408
2000-04-17,1.173730336268629
2000-04-18,1.2113198330057808
2000-04-19,1.2527636436551977
2000-04-20,1.2282671142265968
2000-04-21,1.2282671142265968
2000-04-24,1.2282671142265968
2000-04-25,1.2283471725417536
2000-04-26,1.268696338642154
2000-04-27,1.2645292888246158
2000-04-28,1.3446692969237124
2000-05-01,1.3446692969237124
2000-05-02,1.3398302156498334
2000-05-03,1.3209070476451494
2000-05-04,1.295019899950151
2000-05-05,1.3116559067465723
2000-05-08,1.2785773144483081
2000-05-09,1.2785213414479417
2000-05-10,1.236239489901211
2000-05-11,1.21953533369908
2000-05-12,1.2629970331207392
2000-05-15,1.2433469925448157
2000-05-16,1.3055186642890795
2000-05-17,1.2868071750197372
2000-05-18,1.3004270935572733
2000-05-19,1.248523366016769
2000-05-22,1.2082606036983612
2000-05-23,1.238892372262862
2000-05-24,1.187129408734512
2000-05-25,1.2279837728448113
2000-05-26,1.2032775975426238
2000-05-29,1.2174359745748515
2000-05-30,1.2611994472176487
2000-05-31,1.2689987598830759
2000-06-01,1.2689987598830759
2000-06-02,1.3333641747374383
2000-06-05,1.3040846509657873
2000-06-06,1.310251003642275
2000-06-07,1.3023571098882971
2000-06-08,1.3143557565284552
2000-06-09,1.3180917481958943
2000-06-12,1.318091747042104
2000-06-13,1.2798446775670331
2000-06-14,1.2821573810804732
2000-06-15,1.2617471238824647
2000-06-16,1.2580587046345628
2000-06-19,1.2580840589979105
2000-06-20,1.309993614645523
2000-06-21,1.2947864206680393
2000-06-22,1.2690404234810255
2000-06-23,1.2690404234810255
2000-06-26,1.2623771825608279
2000-06-27,1.2347201709174223
2000-06-28,1.271406998026514
2000-06-29,1.236176713400481
2000-06-30,1.2746754420144961
2000-07-03,1.3095309468343859
2000-07-04,1.3179798927228694
2000-07-05,1.294428202386293
2000-07-06,1.3051248051185866
2000-07-07,1.3051765028168192
2000-07-10,1.3487232531724827
2000-07-11,1.3323392054303564
2000-07-12,1.3576731352451596
2000-07-13,1.3789444464489042
2000-07-14,1.38702142829655
2000-07-17,1.4064620911069337
2000-07-18,1.3759874283097586
2000-07-19,1.3566853223140487
2000-07-20,1.3878985567549222
2000-07-21,1.3009575210245004
2000-07-24,1.301012756352458
2000-07-25,1.2993411675050142
2000-07-26,1.298688526245069
2000-07-27,1.2986885261277503
2000-07-28,1.2781977675083753
2000-07-31,1.2987584993270664
2000-08-01,1.2958101631665258
2000-08-02,1.2920423924361324
2000-08-03,1.2454830729205844
2000-08-04,1.2507462751643865
2000-08-07,1.277877374019619
2000-08-08,1.2928694695217409
2000-08-09,1.3108115365225212
2000-08-10,1.2918259609943312
2000-08-11,1.2782852825205695
2000-08-14,1.3020346260871725
2000-08-15,1.2923252835315646
2000-08-16,1.3203338036923993
2000-08-17,1.3370536469765124
2000-08-18,1.3450334830007458
2000-08-21,1.3413753607463972
2000-08-22,1.371418247282147
2000-08-23,1.3531674216423433
2000-08-24,1.3537214791419254
2000-08-25,1.3600200779142628
2000-08-28,1.357576763349332
2000-08-29,1.3434389244086644
2000-08-30,1.3437294299872897
2000-08-31,1.369367861674631
2000-09-01,1.3932522655440065
2000-09-04,1.4058625975090155
2000-09-05,1.4035664965820067
2000-09-06,1.387726479124922
2000-09-07,1.3928070388424134
2000-09-08,1.3609863605713963
2000-09-11,1.352476795609296
2000-09-12,1.3649992679273075
2000-09-13,1.342591875696972
2000-09-14,1.37854493527559
2000-09-15,1.3521012229435665
2000-09-18,1.3415646336862066
2000-09-19,1.363776240667982
2000-09-20,1.3502268414642637
2000-09-21,1.3192853276503524
2000-09-22,1.3217129375837144
2000-09-25,1.346423736664119
2000-09-26,1.3124547733780894
2000-09-27,1.309933310790562
2000-09-28,1.2940441777552114
2000-09-29,1.2821420957168694
2000-10-02,1.292549261118418
2000-10-03,1.3039962054938916
2000-10-04,1.2976755984288577
2000-10-05,1.3132522593229248
2000-10-06,1.3108535524000517
2000-10-09,1.2731293563222263
2000-10-10,1.282269490769757
2000-10-11,1.2394469232122407
2000-10-12,1.264922820062435
2000-10-13,1.2676998356512672
2000-10-16,1.2864036761424178
2000-10-17,1.2704750868663341
2000-10-18,1.2399831271755946
2000-10-19,1.2786457574175047
2000-10-20,1.2013256905631078
2000-10-23,1.1777947682418297
2000-10-24,1.224387564003114
2000-10-25,1.1945017105353992
2000-10-26,1.208376051762611
2000-10-27,1.2186810882523453
2000-10-30,1.208217761590549
2000-10-31,1.2087428391786883
2000-11-01,1.2545763809113113
2000-11-02,1.255330862244813
2000-11-03,1.2524094025901662
2000-11-06,1.2507396323086835
2000-11-07,1.2417476487282526
2000-11-08,1.2474227532456028
2000-11-09,1.2198599315026646
2000-11-10,1.1930482799432194
2000-11-13,1.189232046287151
2000-11-14,1.195795051645627
2000-11-15,1.208612929764233
2000-11-16,1.2024512849809534
2000-11-17,1.2072134022277992
2000-11-20,1.20369619908711
2000-11-21,1.1972443157663044
2000-11-22,1.159505429122843
2000-11-23,1.1673324348814615
2000-11-24,1.1919793535378327
2000-11-27,1.2026284625385268
2000-11-28,1.194338369131571
2000-11-29,1.198930610611312
2000-11-30,1.1989835521752519
2000-12-01,1.2215134936477365
2000-12-04,1.1925128152698459
2000-12-05,1.2269209950803794
2000-12-06,1.2252026692404627
2000-12-07,1.203089134214195
2000-12-08,1.2040087949859573
2000-12-11,1.2360531797542134
2000-12-12,1.2186061393888923
2000-12-13,1.205055577706601
2000-12-14,1.2003343658311068
2000-12-15,1.1863262506802084
