epoch,step,train_loss_epoch,val_loss_epoch,val_loss_step
,0,,,0.4238148629665375
0,1,,0.4238148629665375,
0,1,0.7511513233184814,,
,1,,,0.16255927085876465
1,3,,0.16255927085876465,
1,3,0.4889569580554962,,
,2,,,0.27682769298553467
2,5,,0.27682769298553467,
2,5,0.19844774901866913,,
,3,,,0.23784767091274261
3,7,,0.23784767091274261,
3,7,0.28698432445526123,,
,4,,,0.15577290952205658
4,9,,0.15577290952205658,
4,9,0.1657809317111969,,
,5,,,0.1409578025341034
5,11,,0.1409578025341034,
5,11,0.11296257376670837,,
,6,,,0.11000284552574158
6,13,,0.11000284552574158,
6,13,0.13159897923469543,,
,7,,,0.1424829065799713
7,15,,0.1424829065799713,
7,15,0.0952511578798294,,
,8,,,0.1352171003818512
8,17,,0.1352171003818512,
8,17,0.1166466698050499,,
,9,,,0.1310703605413437
9,19,,0.1310703605413437,
9,19,0.09240719676017761,,
,10,,,0.12759020924568176
10,21,,0.12759020924568176,
10,21,0.07524676620960236,,
,11,,,0.11837518215179443
11,23,,0.11837518215179443,
11,23,0.07692313939332962,,
,12,,,0.1261613368988037
12,25,,0.1261613368988037,
12,25,0.06045136973261833,,
,13,,,0.09045841544866562
13,27,,0.09045841544866562,
13,27,0.07918992638587952,,
,14,,,0.07389701902866364
14,29,,0.07389701902866364,
14,29,0.06800399720668793,,
,15,,,0.08106778562068939
15,31,,0.08106778562068939,
15,31,0.05597718060016632,,
,16,,,0.08630891889333725
16,33,,0.08630891889333725,
16,33,0.053726065903902054,,
,17,,,0.08035734295845032
17,35,,0.08035734295845032,
17,35,0.04484555125236511,,
,18,,,0.08215659856796265
18,37,,0.08215659856796265,
18,37,0.054572995752096176,,
,19,,,0.09213155508041382
19,39,,0.09213155508041382,
19,39,0.04744778200984001,,
