epoch,step,train_loss_epoch,val_loss_epoch,val_loss_step
,0,,,0.17856483161449432
0,1,,0.17856483161449432,
0,1,0.5468798279762268,,
,1,,,0.15874993801116943
1,3,,0.15874993801116943,
1,3,0.17312900722026825,,
,2,,,0.10573062300682068
2,5,,0.10573062300682068,
2,5,0.18746383488178253,,
,3,,,0.09321191161870956
3,7,,0.09321191161870956,
3,7,0.14014700055122375,,
,4,,,0.12956897914409637
4,9,,0.12956897914409637,
4,9,0.12711378931999207,,
,5,,,0.17469197511672974
5,11,,0.17469197511672974,
5,11,0.11294788122177124,,
,6,,,0.16100379824638367
6,13,,0.16100379824638367,
6,13,0.12252774834632874,,
,7,,,0.0914406105875969
7,15,,0.0914406105875969,
7,15,0.10634738206863403,,
,8,,,0.08187051117420197
8,17,,0.08187051117420197,
8,17,0.10019046813249588,,
,9,,,0.0585559718310833
9,19,,0.0585559718310833,
9,19,0.11522329598665237,,
,10,,,0.07842087000608444
10,21,,0.07842087000608444,
10,21,0.0827895998954773,,
,11,,,0.08699704706668854
11,23,,0.08699705451726913,
11,23,0.0800739973783493,,
,12,,,0.043829258531332016
12,25,,0.043829258531332016,
12,25,0.07235713303089142,,
,13,,,0.04312113672494888
13,27,,0.04312114045023918,
13,27,0.06801646947860718,,
,14,,,0.042361848056316376
14,29,,0.04236184433102608,
14,29,0.06586095690727234,,
,15,,,0.05328017473220825
15,31,,0.05328017473220825,
15,31,0.06462328135967255,,
,16,,,0.03234640881419182
16,33,,0.03234640881419182,
16,33,0.0577438548207283,,
,17,,,0.024038998410105705
17,35,,0.024038998410105705,
17,35,0.04221387207508087,,
,18,,,0.05211976170539856
18,37,,0.05211976170539856,
18,37,0.039188485592603683,,
,19,,,0.04581421613693237
19,39,,0.04581421613693237,
19,39,0.05058649927377701,,
