epoch,step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
,0,,,,0.11296197026968002
0,1,,,0.11296197026968002,
0,1,0.7299997806549072,,,
,1,,,,0.34693023562431335
1,3,,,0.34693023562431335,
1,3,0.2027858942747116,,,
,2,,,,0.10458070039749146
2,5,,,0.10458070039749146,
2,5,0.3075685501098633,,,
,3,,,,0.11419215053319931
3,7,,,0.11419215053319931,
3,7,0.13979481160640717,,,
,4,,,,0.10954511165618896
4,9,,,0.10954511165618896,
4,9,0.15452532470226288,,,
,5,,,,0.06350965797901154
5,11,,,0.06350965797901154,
5,11,0.1426354944705963,,,
,6,,,,0.1294521689414978
6,13,,,0.1294521689414978,
6,13,0.08998652547597885,,,
,7,,,,0.14017808437347412
7,15,,,0.14017808437347412,
7,15,0.1209201067686081,,,
,8,,,,0.0900980681180954
8,17,,,0.0900980606675148,
8,17,0.11376231163740158,,,
,9,,,,0.07478407770395279
9,19,,,0.07478407770395279,
9,19,0.092758409678936,,,
,10,,,,0.0717640295624733
10,21,,,0.0717640295624733,
10,21,0.09594365954399109,,,
,11,,,,0.06588708609342575
11,23,,,0.06588708609342575,
11,23,0.08606257289648056,,,
,12,,,,0.07449761033058167
12,25,,,0.07449761033058167,
12,25,0.0833069309592247,,,
,13,,,,0.06444208323955536
13,27,,,0.06444208323955536,
13,27,0.08580984175205231,,,
,14,,,,0.04284995421767235
14,29,,,0.04284995421767235,
14,29,0.07823703438043594,,,
,15,,,,0.03331911191344261
15,31,,,0.03331911191344261,
15,31,0.07539160549640656,,,
,16,,,,0.05215592309832573
16,33,,,0.05215592309832573,
16,33,0.07551513612270355,,,
,17,,,,0.07342153042554855
17,35,,,0.07342153042554855,
17,35,0.06578268110752106,,,
,18,,,,0.07270435243844986
18,37,,,0.07270435243844986,
18,37,0.06588766723871231,,,
,19,,,,0.0626666396856308
19,39,,,0.0626666396856308,
19,39,0.059045251458883286,,,
,20,,,,0.05505993217229843
20,41,,,0.05505992844700813,
20,41,0.055059947073459625,,,
,21,,,,0.04424026235938072
21,43,,,0.04424026235938072,
21,43,0.05083112418651581,,,
,22,,,,0.0385410450398922
22,45,,,0.0385410450398922,
22,45,0.04725939407944679,,,
,23,,,,0.04832584783434868
23,47,,,0.04832584783434868,
23,47,0.037096619606018066,,,
24,49,,0.06942804157733917,,
,24,,,,0.08982798457145691
24,49,,,0.08982798457145691,
24,49,0.052930667996406555,,,
,25,,,,0.0661088228225708
25,51,,,0.0661088228225708,
25,51,0.06640125066041946,,,
,26,,,,0.06000298261642456
26,53,,,0.06000298261642456,
26,53,0.0700661838054657,,,
,27,,,,0.057886626571416855
27,55,,,0.057886626571416855,
27,55,0.03986222669482231,,,
,28,,,,0.047449856996536255
28,57,,,0.047449856996536255,
28,57,0.047312065958976746,,,
,29,,,,0.07498958706855774
29,59,,,0.07498958706855774,
29,59,0.04221916198730469,,,
,30,,,,0.05192967876791954
30,61,,,0.05192967876791954,
30,61,0.05519517883658409,,,
,31,,,,0.047917358577251434
31,63,,,0.047917354851961136,
31,63,0.04692203551530838,,,
,32,,,,0.04429268091917038
32,65,,,0.04429267719388008,
32,65,0.0386856347322464,,,
,33,,,,0.047877490520477295
33,67,,,0.047877490520477295,
33,67,0.04011688381433487,,,
,34,,,,0.07055997103452682
34,69,,,0.07055997103452682,
34,69,0.04662628471851349,,,
,35,,,,0.04345337301492691
35,71,,,0.04345337674021721,
35,71,0.05542942136526108,,,
,36,,,,0.06362557411193848
36,73,,,0.06362557411193848,
36,73,0.046892233192920685,,,
,37,,,,0.04122019186615944
37,75,,,0.04122019186615944,
37,75,0.04606163874268532,,,
