epoch,step,train_loss_epoch,val_loss_epoch,val_loss_step
,0,,,0.48672372102737427
0,1,,0.48672375082969666,
0,1,0.710044264793396,,
,1,,,0.22665414214134216
1,3,,0.22665412724018097,
1,3,0.43101006746292114,,
,2,,,0.21070270240306854
2,5,,0.21070270240306854,
2,5,0.18963265419006348,,
,3,,,0.1046559140086174
3,7,,0.1046559140086174,
3,7,0.2624220848083496,,
,4,,,0.16102735698223114
4,9,,0.16102735698223114,
4,9,0.1349358707666397,,
,5,,,0.1893087476491928
5,11,,0.1893087476491928,
5,11,0.1362687200307846,,
,6,,,0.15221218764781952
6,13,,0.15221218764781952,
6,13,0.12225848436355591,,
,7,,,0.11808904260396957
7,15,,0.11808904260396957,
7,15,0.08278176188468933,,
,8,,,0.07783934473991394
8,17,,0.07783934473991394,
8,17,0.09380198270082474,,
,9,,,0.11960490792989731
9,19,,0.11960490792989731,
9,19,0.07931368798017502,,
,10,,,0.13250118494033813
10,21,,0.13250118494033813,
10,21,0.09621913731098175,,
,11,,,0.09459257125854492
11,23,,0.09459257125854492,
11,23,0.08705142885446548,,
,12,,,0.09364467859268188
12,25,,0.09364467859268188,
12,25,0.0654577910900116,,
,13,,,0.09107474982738495
13,27,,0.09107474237680435,
13,27,0.07760182023048401,,
,14,,,0.10822775214910507
14,29,,0.10822775214910507,
14,29,0.06561966985464096,,
,15,,,0.10843072831630707
15,31,,0.10843072086572647,
15,31,0.07428348064422607,,
,16,,,0.08547137677669525
16,33,,0.08547136932611465,
16,33,0.0556604228913784,,
,17,,,0.09091027826070786
17,35,,0.09091027826070786,
17,35,0.0532471127808094,,
,18,,,0.09220867604017258
18,37,,0.09220867604017258,
18,37,0.060280799865722656,,
,19,,,0.08925679326057434
19,39,,0.08925679326057434,
19,39,0.05447667837142944,,
