epoch,step,train_loss_epoch,train_loss_step,val_loss_epoch,val_loss_step
,0,,,,0.3182787299156189
0,3,,,0.3182787299156189,
0,3,0.3973316252231598,,,
,1,,,,0.23042955994606018
1,7,,,0.23042957484722137,
1,7,0.19109223783016205,,,
,2,,,,0.1894662082195282
2,11,,,0.189466193318367,
2,11,0.2903982102870941,,,
,3,,,,0.1820673942565918
3,15,,,0.1820673942565918,
3,15,0.15958987176418304,,,
,4,,,,0.24373964965343475
4,19,,,0.24373964965343475,
4,19,0.18378005921840668,,,
,5,,,,0.10724180191755295
5,23,,,0.10724180191755295,
5,23,0.1482580304145813,,,
,6,,,,0.14405524730682373
6,27,,,0.14405524730682373,
6,27,0.14828328788280487,,,
,7,,,,0.19206103682518005
7,31,,,0.19206102192401886,
7,31,0.17117026448249817,,,
,8,,,,0.14638839662075043
8,35,,,0.14638839662075043,
8,35,0.15172192454338074,,,
,9,,,,0.15968717634677887
9,39,,,0.15968717634677887,
9,39,0.1267063021659851,,,
,10,,,,0.09010891616344452
10,43,,,0.09010890871286392,
10,43,0.10744937509298325,,,
,11,,,,0.09052450954914093
11,47,,,0.09052451699972153,
11,47,0.09522386640310287,,,
12,49,,0.09264832735061646,,
,12,,,,0.1349932700395584
12,51,,,0.1349932700395584,
12,51,0.09295380860567093,,,
,13,,,,0.10676823556423187
13,55,,,0.10676822811365128,
13,55,0.11427028477191925,,,
,14,,,,0.12251412868499756
14,59,,,0.12251412868499756,
14,59,0.12040358036756516,,,
,15,,,,0.16186748445034027
15,63,,,0.16186748445034027,
15,63,0.10839798301458359,,,
,16,,,,0.09514592587947845
16,67,,,0.09514591842889786,
16,67,0.16893623769283295,,,
,17,,,,0.12146710604429245
17,71,,,0.12146710604429245,
17,71,0.08257350325584412,,,
,18,,,,0.08461376279592514
18,75,,,0.08461376279592514,
18,75,0.10323265939950943,,,
,19,,,,0.07222147285938263
19,79,,,0.07222147285938263,
19,79,0.07718783617019653,,,
,20,,,,0.1313456892967224
20,83,,,0.1313456892967224,
20,83,0.0836167111992836,,,
,21,,,,0.0728834792971611
21,87,,,0.0728834792971611,
21,87,0.17292582988739014,,,
,22,,,,0.16946280002593994
22,91,,,0.16946280002593994,
22,91,0.0936192199587822,,,
,23,,,,0.08507215976715088
23,95,,,0.08507215976715088,
23,95,0.13991692662239075,,,
24,99,,0.27324041724205017,,
,24,,,,0.06106328219175339
24,99,,,0.06106327846646309,
24,99,0.12292374670505524,,,
,25,,,,0.07184441387653351
25,103,,,0.07184441387653351,
25,103,0.07122842222452164,,,
,26,,,,0.10002186894416809
26,107,,,0.10002186894416809,
26,107,0.07975327968597412,,,
,27,,,,0.07035830616950989
27,111,,,0.07035830616950989,
27,111,0.06694475561380386,,,
,28,,,,0.05694104731082916
28,115,,,0.05694104731082916,
28,115,0.06684771180152893,,,
,29,,,,0.06557446718215942
29,119,,,0.06557446718215942,
29,119,0.06574612110853195,,,
,30,,,,0.07494840025901794
30,123,,,0.07494840025901794,
30,123,0.05917338281869888,,,
,31,,,,0.07010713219642639
31,127,,,0.07010713219642639,
31,127,0.061441853642463684,,,
,32,,,,0.053864531219005585
32,131,,,0.053864527493715286,
32,131,0.06678343564271927,,,
,33,,,,0.06428556889295578
33,135,,,0.06428556889295578,
33,135,0.07163429260253906,,,
,34,,,,0.07701554149389267
34,139,,,0.07701554149389267,
34,139,0.0663682147860527,,,
,35,,,,0.06282920390367508
35,143,,,0.06282920390367508,
35,143,0.06175649166107178,,,
,36,,,,0.05141231417655945
36,147,,,0.05141231417655945,
36,147,0.056699901819229126,,,
37,149,,0.05497797578573227,,
,37,,,,0.08572368323802948
37,151,,,0.08572367578744888,
37,151,0.05379118025302887,,,
,38,,,,0.07962524890899658
38,155,,,0.07962524890899658,
38,155,0.049485187977552414,,,
,39,,,,0.055145882070064545
39,159,,,0.055145878344774246,
39,159,0.054338376969099045,,,
,40,,,,0.04936659336090088
40,163,,,0.04936659336090088,
40,163,0.049429651349782944,,,
,41,,,,0.0659913495182991
41,167,,,0.0659913495182991,
41,167,0.09568335115909576,,,
,42,,,,0.0668478012084961
42,171,,,0.0668478012084961,
42,171,0.1035168394446373,,,
,43,,,,0.13560351729393005
43,175,,,0.13560351729393005,
43,175,0.07768383622169495,,,
,44,,,,0.08892806619405746
44,179,,,0.08892806619405746,
44,179,0.09136504679918289,,,
,45,,,,0.07305456697940826
45,183,,,0.07305456697940826,
45,183,0.08948441594839096,,,
,46,,,,0.07652541995048523
46,187,,,0.07652541995048523,
46,187,0.07255477458238602,,,
,47,,,,0.06561852246522903
47,191,,,0.06561852246522903,
47,191,0.06860950589179993,,,
,48,,,,0.07711583375930786
48,195,,,0.07711583375930786,
48,195,0.06810269504785538,,,
49,199,,0.09897445142269135,,
,49,,,,0.08231719583272934
49,199,,,0.08231719583272934,
49,199,0.06334030628204346,,,
,50,,,,0.07139453291893005
50,203,,,0.07139453291893005,
50,203,0.04974303022027016,,,
,51,,,,0.06875880807638168
51,207,,,0.06875880807638168,
51,207,0.07723373919725418,,,
,52,,,,0.06843608617782593
52,211,,,0.06843608617782593,
52,211,0.07290748506784439,,,
,53,,,,0.0998544991016388
53,215,,,0.0998544991016388,
53,215,0.08174578100442886,,,
,54,,,,0.07159561663866043
54,219,,,0.07159561663866043,
54,219,0.08797869086265564,,,
,55,,,,0.059926968067884445
55,223,,,0.059926968067884445,
55,223,0.06965558230876923,,,
,56,,,,0.05545495077967644
56,227,,,0.05545495077967644,
56,227,0.05740860104560852,,,
,57,,,,0.07334816455841064
57,231,,,0.07334816455841064,
57,231,0.04722101613879204,,,
,58,,,,0.060418665409088135
58,235,,,0.060418665409088135,
58,235,0.04795094206929207,,,
,59,,,,0.0689954087138176
59,239,,,0.0689954087138176,
59,239,0.05450121685862541,,,
,60,,,,0.0751832127571106
60,243,,,0.0751832127571106,
60,243,0.09014983475208282,,,
,61,,,,0.09132097661495209
61,247,,,0.09132096916437149,
61,247,0.08178691565990448,,,
62,249,,0.056930847465991974,,
,62,,,,0.07137247174978256
62,251,,,0.07137247174978256,
62,251,0.062452491372823715,,,
