epoch,step,train_loss_epoch,val_loss_epoch,val_loss_step
,0,,,0.4331313967704773
0,1,,0.4331313669681549,
0,1,0.6848474740982056,,
,1,,,0.1860845386981964
1,3,,0.1860845535993576,
1,3,0.4706471860408783,,
,2,,,0.17705737054347992
2,5,,0.17705737054347992,
2,5,0.21963486075401306,,
,3,,,0.1551283895969391
3,7,,0.1551283895969391,
3,7,0.21156509220600128,,
,4,,,0.10045468807220459
4,9,,0.10045468807220459,
4,9,0.14550411701202393,,
,5,,,0.11356030404567719
5,11,,0.11356029659509659,
5,11,0.14938142895698547,,
,6,,,0.09065216779708862
6,13,,0.09065216779708862,
6,13,0.11818470060825348,,
,7,,,0.07364753633737564
7,15,,0.07364753633737564,
7,15,0.10611238330602646,,
,8,,,0.0944686159491539
8,17,,0.0944686159491539,
8,17,0.09076691418886185,,
,9,,,0.10789849609136581
9,19,,0.10789849609136581,
9,19,0.08597202599048615,,
,10,,,0.06416524946689606
10,21,,0.06416524946689606,
10,21,0.08621548861265182,,
,11,,,0.07208479940891266
11,23,,0.07208479940891266,
11,23,0.07271631062030792,,
,12,,,0.0681050568819046
12,25,,0.0681050568819046,
12,25,0.08742949366569519,,
,13,,,0.067068912088871
13,27,,0.067068912088871,
13,27,0.07259521633386612,,
,14,,,0.10489382594823837
14,29,,0.10489382594823837,
14,29,0.0700775757431984,,
,15,,,0.08566492795944214
15,31,,0.08566492795944214,
15,31,0.08169414848089218,,
,16,,,0.06622837483882904
16,33,,0.06622837483882904,
16,33,0.06379919499158859,,
,17,,,0.0720968097448349
17,35,,0.0720968097448349,
17,35,0.06291622668504715,,
,18,,,0.07376158982515335
18,37,,0.07376158982515335,
18,37,0.061693042516708374,,
,19,,,0.08101870119571686
19,39,,0.08101870119571686,
19,39,0.05315219983458519,,
