epoch,step,train_loss_epoch,val_loss_epoch,val_loss_step
,0,,,0.4553699493408203
0,1,,0.4553699493408203,
0,1,0.7659912109375,,
,1,,,0.1868332326412201
1,3,,0.1868332177400589,
1,3,0.5453770160675049,,
,2,,,0.2780168354511261
2,5,,0.2780168354511261,
2,5,0.2110246866941452,,
,3,,,0.21038007736206055
3,7,,0.21038007736206055,
3,7,0.23314693570137024,,
,4,,,0.10869016498327255
4,9,,0.10869016498327255,
4,9,0.12812761962413788,,
,5,,,0.12487143278121948
5,11,,0.12487143278121948,
5,11,0.14570492506027222,,
,6,,,0.09137072414159775
6,13,,0.09137072414159775,
6,13,0.1372414380311966,,
,7,,,0.10044457763433456
7,15,,0.10044457763433456,
7,15,0.10742548853158951,,
,8,,,0.14254193007946014
8,17,,0.14254193007946014,
8,17,0.10980807989835739,,
,9,,,0.1381489336490631
9,19,,0.1381489336490631,
9,19,0.09380228072404861,,
,10,,,0.08646031469106674
10,21,,0.08646031469106674,
10,21,0.09525962918996811,,
,11,,,0.08498251438140869
11,23,,0.08498251438140869,
11,23,0.06216152012348175,,
,12,,,0.08724450320005417
12,25,,0.08724450320005417,
12,25,0.07865367084741592,,
,13,,,0.08475664258003235
13,27,,0.08475664258003235,
13,27,0.08618307113647461,,
,14,,,0.09036178886890411
14,29,,0.09036179631948471,
14,29,0.06053689122200012,,
,15,,,0.10323528945446014
15,31,,0.10323528200387955,
15,31,0.053598806262016296,,
,16,,,0.07325451076030731
16,33,,0.07325451076030731,
16,33,0.06216158717870712,,
,17,,,0.068050317466259
17,35,,0.068050317466259,
17,35,0.0476241298019886,,
,18,,,0.07135502994060516
18,37,,0.07135502994060516,
18,37,0.05291842296719551,,
,19,,,0.07746981829404831
19,39,,0.07746981829404831,
19,39,0.048991478979587555,,
