epoch,step,train_loss_epoch,val_loss_epoch,val_loss_step
,0,,,0.4714895188808441
0,1,,0.4714895188808441,
0,1,0.7374987006187439,,
,1,,,0.2612036466598511
1,3,,0.2612036466598511,
1,3,0.5356478691101074,,
,2,,,0.27752453088760376
2,5,,0.27752453088760376,
2,5,0.24036864936351776,,
,3,,,0.24856071174144745
3,7,,0.24856071174144745,
3,7,0.3186682164669037,,
,4,,,0.06939910352230072
4,9,,0.06939910352230072,
4,9,0.2250642627477646,,
,5,,,0.15466132760047913
5,11,,0.15466132760047913,
5,11,0.1489545851945877,,
,6,,,0.1410847157239914
6,13,,0.1410847157239914,
6,13,0.22121931612491608,,
,7,,,0.11059419810771942
7,15,,0.11059419065713882,
7,15,0.17617669701576233,,
,8,,,0.11353671550750732
8,17,,0.11353671550750732,
8,17,0.14024582505226135,,
,9,,,0.09526687115430832
9,19,,0.09526687115430832,
9,19,0.16170279681682587,,
,10,,,0.10914373397827148
10,21,,0.10914373397827148,
10,21,0.12379767745733261,,
,11,,,0.10638421773910522
11,23,,0.10638421773910522,
11,23,0.12995761632919312,,
,12,,,0.07518589496612549
12,25,,0.07518589496612549,
12,25,0.14769770205020905,,
,13,,,0.039351727813482285
13,27,,0.039351727813482285,
13,27,0.11820224672555923,,
,14,,,0.07648252695798874
14,29,,0.07648252695798874,
14,29,0.09090573340654373,,
,15,,,0.08588315546512604
15,31,,0.08588316291570663,
15,31,0.11244042962789536,,
,16,,,0.0715513527393341
16,33,,0.0715513527393341,
16,33,0.09573353826999664,,
,17,,,0.083751380443573
17,35,,0.083751380443573,
17,35,0.06858129054307938,,
,18,,,0.06777597963809967
18,37,,0.06777597963809967,
18,37,0.08446355909109116,,
,19,,,0.08473952114582062
19,39,,0.08473952859640121,
19,39,0.06780505925416946,,
