epoch,step,train_loss_epoch,val_loss_epoch,val_loss_step
,0,,,0.45663151144981384
0,1,,0.45663151144981384,
0,1,0.7109087705612183,,
,1,,,0.21165713667869568
1,3,,0.21165712177753448,
1,3,0.4568316340446472,,
,2,,,0.31518012285232544
2,5,,0.31518012285232544,
2,5,0.17221799492835999,,
,3,,,0.17554274201393127
3,7,,0.17554275691509247,
3,7,0.2771576941013336,,
,4,,,0.16053904592990875
4,9,,0.16053904592990875,
4,9,0.13896608352661133,,
,5,,,0.16818945109844208
5,11,,0.16818945109844208,
5,11,0.16895584762096405,,
,6,,,0.10612647235393524
6,13,,0.10612646490335464,
6,13,0.16716893017292023,,
,7,,,0.18108950555324554
7,15,,0.18108950555324554,
7,15,0.11665193736553192,,
,8,,,0.15402519702911377
8,17,,0.15402519702911377,
8,17,0.11934897303581238,,
,9,,,0.13004201650619507
9,19,,0.13004201650619507,
9,19,0.09036621451377869,,
,10,,,0.12304984778165817
10,21,,0.12304984778165817,
10,21,0.0897141546010971,,
,11,,,0.11017279326915741
11,23,,0.11017278581857681,
11,23,0.0784166008234024,,
,12,,,0.12062138319015503
12,25,,0.12062138319015503,
12,25,0.06775957345962524,,
,13,,,0.11099451780319214
13,27,,0.11099451780319214,
13,27,0.07262620329856873,,
,14,,,0.10735143721103668
14,29,,0.10735144466161728,
14,29,0.06047537922859192,,
,15,,,0.10100327432155609
15,31,,0.1010032668709755,
15,31,0.06005470082163811,,
,16,,,0.11071275174617767
16,33,,0.11071274429559708,
16,33,0.04898842051625252,,
,17,,,0.1037387102842331
17,35,,0.1037387028336525,
17,35,0.04845932871103287,,
,18,,,0.09458570182323456
18,37,,0.09458569437265396,
18,37,0.05046052485704422,,
,19,,,0.09853671491146088
19,39,,0.09853670746088028,
19,39,0.045032188296318054,,
